Tract Name,Neighborhood,City,State,Teenage Birth Rate
24510271900,Glen, Baltimore, MD,0.322
24510010500,Upper Fells Point, Baltimore, MD,0.3187
24005451402,Middle River, MD,,0.3171
24005401507,Windsor Mill, Baltimore, MD,0.3156
24005451401,Middle River, MD,,0.3147
24510040100,Downtown, Baltimore, MD,0.3144
24005491402,Parkville, MD,,0.3128
24510230300,South Baltimore, Baltimore, MD,0.3104
24510140100,Bolton Hill, Baltimore, MD,0.3092
24005402306,Windsor Mill, Baltimore, MD,0.3077
24510130806,Woodberry, Baltimore, MD,0.3072
24003750803,Glen Burnie, MD,,0.3054
24005450800,Essex, MD,,0.3051
24005402503,Randallstown, MD,,0.3046
24005402505,Randallstown, MD,,0.3045
24005451300,Middle River, MD,,0.3045
24510280302,West Forest Park, Baltimore, MD,0.3043
24003750102,Baltimore, MD,,0.3035
24510270801,Idlewood, Baltimore, MD,0.3029
24510270702,Harford - Echodale - Perring Parkway, Baltimore, MD,0.3024
24033800209,Laurel, MD,,0.3015
24510230200,South Baltimore, Baltimore, MD,0.3009
24005402602,Randallstown, MD,,0.3007
24510020200,Upper Fells Point, Baltimore, MD,0.3004
24510020100,Upper Fells Point, Baltimore, MD,0.2998
24510261100,Canton, Baltimore, MD,0.299
24005451500,Middle River, MD,,0.2984
24510270401,Glenham-Belford, Baltimore, MD,0.2975
24510120201,Baltimore, MD,,0.2957
24003750101,Brooklyn Park, MD,,0.2952
24003730203,Glen Burnie, MD,,0.295
24005450400,Essex, MD,,0.2948
24510270102,Waltherson, Baltimore, MD,0.294
24510010200,Patterson Park, Baltimore, MD,0.2925
24510260605,Medford - Broening, Baltimore, MD,0.2916
24005402305,Lochearn, Pikesville, MD,0.2902
24510260401,Armistead Gardens, Baltimore, MD,0.2884
24510280401,Baltimore, MD,,0.2867
24510280403,Westgate, Baltimore, MD,0.2863
24003740305,Odenton, MD,,0.2844
24025302901,Aberdeen, MD,,0.2824
24005492300,Essex, MD,,0.2814
24005401506,Windsor Mill, Baltimore, MD,0.2801
24510010300,Canton, Baltimore, MD,0.2778
24025302802,Aberdeen, MD,,0.2768
24005402405,Gwynn Oak, Baltimore, MD,0.2692
24025306100,Havre de Grace, MD,,0.2661
24003730506,South Gate, Glen Burnie, MD,0.265
24005402302,Windsor Mill, Milford Mill, MD,0.2647
24005401101,Woodlawn, MD,,0.2628
24005430300,Lansdowne - Baltimore Highlands, Halethorpe, MD,0.262
24510270200,Lauraville, Baltimore, MD,0.26
24015030906,North East, MD,,0.2575
24510130700,Hampden, Baltimore, MD,0.2571
24005402407,Windsor Mill, Milford Mill, MD,0.2567
24510240100,Locust Point, Baltimore, MD,0.2557
24025302400,Aberdeen, MD,,0.255
24510270101,Arcadia, Baltimore, MD,0.255
24510250401,Brooklyn, Baltimore, MD,0.2542
24005400900,Catonsville, MD,,0.2534
24005452400,Dundalk, MD,,0.252
24025302902,Aberdeen, MD,,0.2518
24005420402,Dundalk, MD,,0.2515
24029950500,Rock Hall, MD,,0.2502
24510250206,Morrell Park, Baltimore, MD,0.2483
24005420401,Dundalk, MD,,0.2482
24003750201,Brooklyn, Baltimore, MD,0.2466
24005402403,Gwynn Oak, Baltimore, MD,0.2466
24005401301,Woodlawn, MD,,0.2455
24003730204,Glen Burnie, MD,,0.2444
24510272006,Glen, Baltimore, MD,0.2443
24510270804,Lake Walker, Baltimore, MD,0.2433
24510240400,Riverside Park, Baltimore, MD,0.2416
24005420301,Dundalk, MD,,0.2415
24005420100,Dundalk, MD,,0.2406
24510230100,Baltimore, MD,,0.24
24510130805,Cold Springs, Baltimore, MD,0.2398
24033800213,Laurel, MD,,0.2377
24025301302,Edgewood, MD,,0.2367
24025301601,Edgewood, MD,,0.2356
24005450501,Essex, MD,,0.2351
24027601203,Elkridge, MD,,0.2322
24510010100,Canton, Baltimore, MD,0.2322
24510260700,Fifteenth Street, Baltimore, MD,0.2309
24005440701,Rosedale, MD,,0.2305
24005401302,Gwynn Oak, Baltimore, MD,0.2295
24005402603,Randallstown, MD,,0.2279
24005430900,Baltimore, MD,,0.2272
24510270402,Glenham-Belford, Baltimore, MD,0.2269
24033800108,Laurel, MD,,0.2256
24005420600,Baltimore, MD,,0.2248
24025301602,Edgewood, MD,,0.2246
24003730505,South Gate, Glen Burnie, MD,0.2236
24005430200,Lansdowne - Baltimore Highlands, Lansdowne, MD,0.2229
24033800214,Laurel, MD,,0.2223
24035810500,Centreville, MD,,0.2222
24003750202,Brooklyn Park, MD,,0.2199
24003751102,Glen Burnie, MD,,0.2199
24005402604,Randallstown, MD,,0.2184
24031701421,Silver Spring, MD,,0.2177
24025301702,Belcamp, MD,,0.2176
24510270301,Lauraville, Baltimore, MD,0.2176
24005402506,Randallstown, MD,,0.2165
24025301301,Harford County, MD,,0.2163
24005404202,Owings Mills, MD,,0.2155
24005421101,Baltimore, MD,,0.2154
24027606901,Savage, Jessup, MD,0.2151
24005403402,Pikesville, MD,,0.215
24005451801,Middle River, MD,,0.2146
24003730100,Chestnut Hill Cove, Riviera Beach, MD,0.2145
24025301107,Abingdon, MD,,0.2138
24003730300,Glen Burnie, MD,,0.2128
24005452500,Dundalk, MD,,0.2127
24005452300,Baltimore, MD,,0.2114
24005420900,Dundalk, MD,,0.2104
24003751500,Laurel, MD,,0.2096
24033800210,Laurel, MD,,0.2091
24510010400,Canton, Baltimore, MD,0.2088
24510240300,Riverside, Baltimore, MD,0.2073
24005400800,Catonsville, MD,,0.2068
24003751000,Glen Burnie, MD,,0.2065
24005403100,Gwynn Oak, Pikesville, MD,0.2061
24031701422,Silver Spring, MD,,0.2052
24003740900,Odenton, MD,,0.204
24005401200,Woodlawn, MD,,0.2037
24005420701,Dundalk, MD,,0.2018
24510270302,Waltherson, Baltimore, MD,0.2016
24005451100,Essex, MD,,0.201
24003731311,Green Haven, Pasadena, MD,0.1997
24025306200,Havre de Grace, MD,,0.1994
24005492401,Owings Mills, MD,,0.1987
24510272007,Fallstaff, Baltimore, MD,0.1974
24005452000,Sparrows Point, MD,,0.1969
24025306500,Aberdeen Proving Ground, MD,,0.1965
24005450100,Rosedale, MD,,0.1959
24005450200,Essex, MD,,0.1957
24003740303,Severn, MD,,0.1945
24003750300,Linthicum Heights, MD,,0.1942
24005402504,Randallstown, MD,,0.1932
24025306300,Havre de Grace, MD,,0.1929
24015031202,Perryville, MD,,0.1928
24005451600,Middle River, MD,,0.1925
24510240200,Riverside, Baltimore, MD,0.1923
24005440400,Baltimore, MD,,0.1912
24510260501,Joseph Lee, Baltimore, MD,0.19
24033800103,Laurel, MD,,0.1899
24003750900,Glen Burnie, MD,,0.1898
24003740602,Fort Meade, MD,,0.1897
24003730402,Glen Burnie, MD,,0.1896
24510270600,Harford - Echodale - Perring Parkway, Baltimore, MD,0.1883
24005401505,Catonsville, MD,,0.1874
24005400702,Baltimore, MD,,0.1872
24005430104,Lansdowne - Baltimore Highlands, Halethorpe, MD,0.1859
24005403201,Gwynn Oak, Lochearn, MD,0.1839
24005404502,Reisterstown, MD,,0.1835
24005420800,Dundalk, MD,,0.183
24005492102,Parkville, MD,,0.1829
24025301201,Harford County, MD,,0.1798
24005441102,Rosedale, MD,,0.1787
24510250103,Violetville, Baltimore, MD,0.1781
24033807407,Beltsville, MD,,0.1771
24005451802,Middle River, MD,,0.1763
24005451900,Edgemere, MD,,0.1762
24035810100,Chestertown, MD,,0.1762
24025302200,Aberdeen, MD,,0.1759
24003751103,Glen Burnie, MD,,0.1749
24510260900,Baltimore, MD,,0.1749
24025301703,Abingdon, MD,,0.1746
24003740203,Severn, MD,,0.1745
24005430400,Halethorpe, MD,,0.1738
24005420302,Dundalk, MD,,0.1737
24003740104,Severn, MD,,0.173
24027606907,Laurel, MD,,0.1727
24025301704,Belcamp, MD,,0.1726
24005420702,Dundalk, MD,,0.172
24005404403,Reisterstown, MD,,0.1701
24005440702,Rosedale, MD,,0.1695
24033800109,Laurel, MD,,0.1694
24025301205,Abingdon, MD,,0.1688
24005421102,Dundalk, MD,,0.1687
24005451803,Middle River, MD,,0.1685
24510270502,North Harford Road, Baltimore, MD,0.1679
24015030100,Earleville, MD,,0.1677
24003730504,South Gate, Millersville, MD,0.1656
24510130803,Medfield, Baltimore, MD,0.1646
24005451200,Middle River, MD,,0.1641
24003740601,Fort Meade, MD,,0.1641
24005420500,Baltimore, MD,,0.1637
24033800215,Laurel, MD,,0.1636
24003730401,Glen Burnie, MD,,0.1635
24510270501,Woodring, Baltimore, MD,0.1627
24031703207,Silver Spring, MD,,0.1618
24025301401,Harford County, MD,,0.1603
24003740304,Odenton, MD,,0.1602
24005452100,Sparrows Point, MD,,0.16
24005440500,Nottingham, MD,,0.1597
24025301402,Harford County, MD,,0.1597
24003740102,Hanover, MD,,0.1595
24013507801,Westminster, MD,,0.1593
24003740201,South Gate, Glen Burnie, MD,0.1587
24005492002,Parkville, MD,,0.1586
24005440900,Rosedale, MD,,0.1582
24005491500,Parkville, MD,,0.1581
24003731307,Pasadena, MD,,0.1579
24510220100,Baltimore, MD,,0.1576
24005451000,Essex, MD,,0.1566
24033800206,Laurel, MD,,0.1565
24029950400,Chestertown, MD,,0.1563
24027606906,Laurel, MD,,0.1558
24005403300,Lochearn, Pikesville, MD,0.1543
24033800102,Laurel, MD,,0.1543
24031701423,Silver Spring, MD,,0.1535
24005430800,Halethorpe, MD,,0.1535
24015030904,Elkton, MD,,0.1534
24027605503,Harper's Choice, Columbia, MD,0.1519
24003740701,Odenton, MD,,0.1516
24005400701,Catonsville, MD,,0.15
24027606707,Columbia, MD,,0.1494
24003750801,Glen Burnie, MD,,0.1491
24033800211,Laurel, MD,,0.1489
24033807410,Beltsville, MD,,0.1485
24027606904,Laurel, MD,,0.1476
24510020300,Fells Point, Baltimore, MD,0.1467
24005421200,Dundalk, MD,,0.1466
24005420303,Dundalk, MD,,0.146
24005440800,Rosedale, MD,,0.1457
24510271101,Radnor - Winston, Baltimore, MD,0.1457
24003731310,Green Haven, Pasadena, MD,0.1452
24005451702,Middle River, MD,,0.144
24003731308,Pasadena, MD,,0.1434
24005491201,Towson, MD,,0.1431
24510272003,Baltimore, MD,,0.1422
24003731204,Pasadena, MD,,0.1412
24027601204,Elkridge, MD,,0.1403
24027605402,Columbia, MD,,0.1394
24025302801,Aberdeen, MD,,0.1382
24005404201,Owings Mills, MD,,0.1381
24005402509,Owings Mills, MD,,0.1372
24005411407,Parkville, MD,,0.1352
24005440300,Nottingham, MD,,0.1343
24035810300,Chestertown, MD,,0.1337
24005450900,Essex, MD,,0.1332
24025306400,Havre de Grace, MD,,0.1326
24003741000,Severn, MD,,0.1321
24003740103,Hanover, MD,,0.1318
24005408507,Cockeysville, MD,,0.1318
24005411302,White Marsh, MD,,0.1314
24003731309,Riviera Beach, MD,,0.1295
24033800208,Laurel, MD,,0.1294
24005402202,Baltimore County, MD,,0.129
24005441101,Rosedale, MD,,0.1281
24003730502,South Gate, Glen Burnie, MD,0.1281
24025301204,Abingdon, MD,,0.128
24029950300,Chestertown, MD,,0.1273
24005430700,Halethorpe, MD,,0.1271
24027606606,Long Reach, Columbia, MD,0.1267
24003740603,Fort Meade, MD,,0.126
24510270703,North Harford Road, Baltimore, MD,0.125
24003731004,Annapolis, MD,,0.1238
24005450300,Essex, MD,,0.1237
24033800212,Laurel, MD,,0.1236
24003740500,Laurel, MD,,0.1234
24003750804,Glen Burnie, MD,,0.1231
24013505207,Sykesville, MD,,0.1224
24005491600,Parkville, MD,,0.1223
24029950200,Worton, MD,,0.1221
24031701417,Silver Spring, MD,,0.1219
24005491300,Baltimore, MD,,0.1215
24033800105,Laurel, MD,,0.121
24005492101,Parkville, MD,,0.1209
24003731306,Pasadena, MD,,0.1208
24005403401,Pikesville, MD,,0.119
24005491900,Parkville, MD,,0.1187
24005411408,Nottingham, MD,,0.118
24003731202,Pasadena, MD,,0.117
24005492402,Owings Mills, MD,,0.1167
24025303802,Bel Air, MD,,0.116
24003751200,Linthicum Heights, MD,,0.1149
24013507704,Westminster, MD,,0.1147
24027601107,Waterloo, Elkridge, MD,0.1143
24005411306,Nottingham, MD,,0.114
24033800411,Glenn Dale, MD,,0.1137
24035810400,Centreville, MD,,0.1136
24033807404,Beltsville, MD,,0.1126
24005440200,Nottingham, MD,,0.1123
24027606603,Oakland Mills, Columbia, MD,0.1118
24005420200,Dundalk, MD,,0.1114
24005404102,Owings Mills, MD,,0.1113
24005400100,Catonsville, MD,,0.1113
24027606905,Savage, Savage, MD,0.1112
24025303900,Bel Air, MD,,0.111
24003731303,Pasadena, MD,,0.1101
24025303801,Bel Air, MD,,0.1093
24005408506,Cockeysville, MD,,0.1091
24027605401,Dorsey's Search, Columbia, MD,0.1087
24005404501,Reisterstown, MD,,0.1084
24005440600,Rosedale, MD,,0.1082
24003751400,Severn, MD,,0.1082
24025303203,Forest Hill, MD,,0.1079
24013511000,New Windsor, MD,,0.1072
24027602900,Normandy, Ellicott City, MD,0.107
24005400200,Catonsville, MD,,0.1049
24013507802,Westminster, MD,,0.1034
24003731104,Arnold, MD,,0.1034
24003702100,Crownsville, MD,,0.1024
24003740800,Gambrills, MD,,0.102
24025303400,Fallston, MD,,0.1004
24033800106,Laurel, MD,,0.1003
24027601201,Elkridge, MD,,0.1003
24025303101,Bel Air, MD,,0.0988
24005451701,Middle River, MD,,0.0977
24013505203,Eldersburg, MD,,0.0977
24003731003,Annapolis, MD,,0.0977
24003750400,Linthicum Heights, MD,,0.0965
24005404404,Reisterstown, MD,,0.0964
24005492001,Parkville, MD,,0.096
24027606604,Columbia, MD,,0.095
24013505208,Sykesville, MD,,0.0948
24510271102,Mid-Charles, Baltimore, MD,0.0933
24003731203,Severna Park, MD,,0.0928
24025303206,Bel Air, MD,,0.0928
24005411307,Nottingham, MD,,0.0921
24025303700,Bel Air, MD,,0.0909
24005491100,Baltimore, MD,,0.0906
24005400600,Catonsville, MD,,0.0904
24033807408,Beltsville, MD,,0.0897
24035810600,Queenstown, MD,,0.0888
24013504100,Finksburg, MD,,0.0884
24025301202,Bel Air, MD,,0.0884
24510120202,Baltimore, MD,,0.0881
24025301102,Bel Air, MD,,0.0879
24013505101,Sykesville, MD,,0.0867
24027601105,Ellicott City, MD,,0.0866
24003730603,Millersville, MD,,0.0865
24025301105,Abingdon, MD,,0.0862
24031701410,Burtonsville, MD,,0.0853
24013508200,Hampstead, MD,,0.0846
24013507602,Westminster, MD,,0.0845
24013507702,Westminster, MD,,0.0843
24027606704,Owen Brown, Columbia, MD,0.0841
24013514100,Eldersburg, MD,,0.0833
24005404600,Reisterstown, MD,,0.0826
24003731201,Severna Park, MD,,0.0824
24027603001,Woodstock, MD,,0.0823
24013505102,Sykesville, MD,,0.0822
24003740702,Odenton, MD,,0.0815
24005403701,Owings Mills, MD,,0.0812
24003731103,Arnold, MD,,0.0806
24025302100,Havre de Grace, MD,,0.0805
24005402201,Randallstown, MD,,0.0793
24027601103,West Elkridge, Elkridge, MD,0.0774
24027602600,Ellicott City, MD,,0.0774
24027601108,Ellicott City, MD,,0.0772
24005405000,Upperco, MD,,0.0766
24025303803,Bel Air, MD,,0.0763
24013514202,Eldersburg, MD,,0.0761
24013504201,Finksburg, MD,,0.076
24005401503,Catonsville, MD,,0.0747
24013505205,Eldersburg, MD,,0.0744
24013514201,Sykesville, MD,,0.0744
24005440100,Baltimore, MD,,0.0742
24033800203,Laurel, MD,,0.0742
24003731105,Arnold, MD,,0.0742
24025303201,Forest Hill, MD,,0.0729
24005401504,Catonsville, MD,,0.0724
24005430600,Relay, Halethorpe, MD,0.0723
24005401000,Catonsville, MD,,0.0707
24025303603,Bel Air, MD,,0.0706
24027605601,Hickory Ridge, Columbia, MD,0.0696
24013509001,Westminster, MD,,0.0696
24005490302,Towson, MD,,0.0691
24027606706,Kendall Ridge, Columbia, MD,0.069
24031701420,Silver Spring, MD,,0.069
24003751700,Crownsville, MD,,0.0687
24005408503,Cockeysville, MD,,0.0681
24005411410,Parkville, MD,,0.0679
24005403702,Pikesville, MD,,0.0678
24013507703,Westminster, MD,,0.0672
24025303204,Forest Hill, MD,,0.0668
24027602800,Ellicott City, MD,,0.0667
24005408400,Cockeysville, MD,,0.0662
24027606805,Laurel, MD,,0.0659
24025303605,Bel Air, MD,,0.0658
24005411409,Nottingham, MD,,0.0653
24031701316,Sandy Spring, Ashton-Sandy Spring, MD,0.0652
24003730604,Severna Park, MD,,0.0648
24031701415,Silver Spring, MD,,0.0647
24005491701,Parkville, MD,,0.0643
24027605502,Harper's Choice, Columbia, MD,0.0641
24027606607,Long Reach, Columbia, MD,0.0641
24005407001,Parkton, MD,,0.0635
24027602302,Columbia, MD,,0.0635
24031703221,Silver Spring, MD,,0.0635
24005411303,Nottingham, MD,,0.0633
24005490900,Towson, MD,,0.062
24003730700,Severna Park, MD,,0.061
24031701418,Silver Spring, MD,,0.0604
24013504202,Westminster, MD,,0.0598
24005492200,Parkville, MD,,0.0594
24027604001,Woodbine, MD,,0.0589
24510272005,Cross Country, Baltimore, MD,0.0585
24027602700,Taylor Village, Ellicott City, MD,0.0577
24027606705,Owen Brown, Columbia, MD,0.0569
24005411404,Parkville, MD,,0.0558
24005411308,Nottingham, MD,,0.0554
24031703212,Silver Spring, MD,,0.0536
24031701408,Spencerville, MD,,0.0526
24005411309,Perry Hall, MD,,0.0525
24027606806,Kings Contrivance, Laurel, MD,0.0517
24005411406,Nottingham, MD,,0.0514
24025303602,Bel Air, MD,,0.0513
24005401400,Catonsville, MD,,0.0513
24031701414,Silver Spring, MD,,0.0505
24025301106,Bel Air, MD,,0.0495
24005400400,Catonsville, MD,,0.0492
24005404800,Reisterstown, MD,,0.0489
24031701503,Silver Spring, MD,,0.0487
24005404101,Owings Mills, MD,,0.0474
24005408100,Sparks Glencoe, MD,,0.047
24027603003,West Friendship, MD,,0.0468
24005404402,Reisterstown, MD,,0.0465
24027606804,Kings Contrivance, Columbia, MD,0.0464
24013505206,Marriottsville, MD,,0.0462
24025303606,Bel Air, MD,,0.0458
24005408800,Lutherville-Timonium, MD,,0.0445
24003731102,Arnold, MD,,0.0445
24005492600,Parkville, MD,,0.0439
24510272004,Cheswolde, Baltimore, MD,0.0437
24005411101,Kingsville, MD,,0.0433
24025303501,Bel Air, MD,,0.0431
24027605602,Hickory Ridge, Columbia, MD,0.0429
24005490800,Towson, MD,,0.0427
24025304201,Fallston, MD,,0.0421
24027602201,Ellicott City, MD,,0.0421
24005411202,Glen Arm, MD,,0.0419
24025301108,Abingdon, MD,,0.0413
24027601104,Ellicott City, MD,,0.0413
24031701407,Silver Spring, MD,,0.0404
24005408601,Lutherville-Timonium, MD,,0.0398
24005490301,Towson, MD,,0.0388
24025304202,Forest Hill, MD,,0.0386
24025303102,Churchville, MD,,0.0385
24027605504,Clarksville, MD,,0.0383
24005408505,Lutherville-Timonium, MD,,0.0382
24031701315,Olney, MD,,0.0377
24005490400,Towson, MD,,0.0373
24005411201,Baldwin, MD,,0.0372
24005411102,Kingsville, MD,,0.0366
24005491202,Towson, MD,,0.036
24005490602,Baltimore, MD,,0.0358
24025303205,Forest Hill, MD,,0.0356
24031701409,Burtonsville, MD,,0.0355
24027604002,Glenwood, MD,,0.0355
24027606701,Kings Contrivance, Columbia, MD,0.035
24027605505,River Hill, Clarksville, MD,0.0348
24025303502,Bel Air, MD,,0.0346
24027602202,Ellicott City, MD,,0.0338
24031703208,Silver Spring, MD,,0.0337
24005410100,Phoenix, MD,,0.0329
24005490200,Lutherville-Timonium, MD,,0.0325
24027602303,Ellicott City, MD,,0.0324
24027606803,Kings Contrivance, Columbia, MD,0.0322
24005403602,Baltimore, MD,,0.0316
24027605102,Fulton, MD,,0.0312
24005400500,Catonsville, MD,,0.0312
24027606601,Oakland Mills, Columbia, MD,0.0297
24005408502,Lutherville, Lutherville-Timonium, MD,0.0289
24031701308,Olney, MD,,0.0288
24027605104,Clarksville, MD,,0.0277
24027603004,Ellicott City, MD,,0.0274
24025303300,Fallston, MD,,0.0273
24031701317,Brookeville, MD,,0.0269
24005403801,Baltimore County, MD,,0.0268
24003730601,Millersville, MD,,0.0267
24027602100,Ellicott City, MD,,0.0263
24005408900,Cockeysville, MD,,0.0261
24005490701,Towson, MD,,0.0258
